Timestamp,Feature,Pipeline,Model,Accuracy,F1_Macro,AUC_OVR,mAP,Train_Time,Model_File,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,auc_ovr,map,training_time,confusion_matrix
20260129_212200,FFTs,Scaled,SVM,0.695,0.6935069936321501,0.9324666666666668,0.8334177541339605,20.0978684425354,ffts_scaled_svm_20260129_212200.joblib,0.7264224342730441,0.695,0.6935069936321501,0.7264224342730441,0.695,0.69350699363215,0.9324666666666667,0.8334177541339605,20.0978684425354,"[[35, 2, 0, 13], [9, 26, 4, 11], [0, 6, 33, 11], [0, 1, 4, 45]]"
20260129_213401,STFTs,Raw,RF,0.69,0.6910354669788632,0.9055166666666666,0.7873321752294733,1.839677810668945,stfts_raw_rf_20260129_213401.joblib,0.7026456226773832,0.6900000000000001,0.6910354669788632,0.7026456226773832,0.69,0.6910354669788632,0.9055166666666666,0.7873321752294733,1.8396778106689453,"[[40, 8, 1, 1], [15, 28, 7, 0], [2, 9, 36, 3], [1, 3, 12, 34]]"
20260129_213401,STFTs,Scaled,RF,0.69,0.6910354669788632,0.9055166666666666,0.7873321752294733,1.132434606552124,stfts_scaled_rf_20260129_213401.joblib,0.7026456226773832,0.6900000000000001,0.6910354669788632,0.7026456226773832,0.69,0.6910354669788632,0.9055166666666666,0.7873321752294733,1.132434606552124,"[[40, 8, 1, 1], [15, 28, 7, 0], [2, 9, 36, 3], [1, 3, 12, 34]]"
20260129_214220,MFCCs,Raw,KNN,0.69,0.6897334648951274,0.8805499999999999,0.7107243006354146,0.001955509185791,mfccs_raw_knn_20260129_214220.joblib,0.7047849494100735,0.6900000000000001,0.6897334648951274,0.7047849494100735,0.69,0.6897334648951275,0.8805499999999999,0.7107243006354146,0.0019555091857910156,"[[43, 5, 1, 1], [12, 29, 8, 1], [7, 9, 32, 2], [3, 1, 12, 34]]"
20260129_214220,MFCCs,Raw,ET,0.685,0.6861422880873682,0.89385,0.7664629366776347,0.2711036205291748,mfccs_raw_et_20260129_214220.joblib,0.6936657212519282,0.685,0.6861422880873682,0.6936657212519282,0.685,0.6861422880873681,0.89385,0.7664629366776347,0.2711036205291748,"[[39, 6, 4, 1], [10, 28, 10, 2], [5, 8, 34, 3], [1, 3, 10, 36]]"
20260129_212631,STFT,Scaled,SVM,0.685,0.685080690100974,0.9119666666666668,0.7975095642465526,8.082324028015137,stft_scaled_svm_20260129_212631.joblib,0.7071947416459612,0.685,0.685080690100974,0.7071947416459611,0.685,0.6850806901009742,0.9119666666666667,0.7975095642465526,8.082324028015137,"[[42, 7, 1, 0], [17, 25, 7, 1], [7, 7, 35, 1], [4, 2, 9, 35]]"
20260129_214220,MFCCs,Scaled,ET,0.685,0.6861422880873682,0.89385,0.7664629366776347,0.2501060962677002,mfccs_scaled_et_20260129_214220.joblib,0.6936657212519282,0.685,0.6861422880873682,0.6936657212519282,0.685,0.6861422880873681,0.89385,0.7664629366776347,0.2501060962677002,"[[39, 6, 4, 1], [10, 28, 10, 2], [5, 8, 34, 3], [1, 3, 10, 36]]"
20260129_212358,MFCC_Default,Raw,ET,0.67,0.6713325655714797,0.89165,0.7483090416981362,0.2667453289031982,mfcc_default_raw_et_20260129_212358.joblib,0.6766908767465423,0.6699999999999999,0.6713325655714797,0.6766908767465423,0.67,0.6713325655714797,0.89165,0.7483090416981362,0.26674532890319824,"[[36, 10, 4, 0], [12, 28, 8, 2], [5, 6, 34, 5], [1, 3, 10, 36]]"
20260129_212358,MFCC_Default,Scaled,ET,0.67,0.6713325655714797,0.89165,0.7483090416981362,0.2623059749603271,mfcc_default_scaled_et_20260129_212358.joblib,0.6766908767465423,0.6699999999999999,0.6713325655714797,0.6766908767465423,0.67,0.6713325655714797,0.89165,0.7483090416981362,0.26230597496032715,"[[36, 10, 4, 0], [12, 28, 8, 2], [5, 6, 34, 5], [1, 3, 10, 36]]"
20260129_212948,Fusion_FFT_STFT,Raw,KNN,0.67,0.6705104067874449,0.8723666666666666,0.6984140868005032,0.0061268806457519,fusion_fft_stft_raw_knn_20260129_212948.joblib,0.6766693965721883,0.6699999999999999,0.6705104067874449,0.6766693965721882,0.67,0.6705104067874449,0.8723666666666666,0.6984140868005032,0.006126880645751953,"[[40, 6, 4, 0], [13, 28, 9, 0], [4, 10, 30, 6], [2, 4, 8, 36]]"
