Timestamp,Feature,Pipeline,Model,Accuracy,F1_Macro,AUC_OVR,mAP,Train_Time,Model_File
20260129_214623,Fusion_PCA(FFT+MFCC+STFT),Individual_PCA,SVM,0.405,0.3631090499642116,0.7136333333333333,0.47722234720887974,5.384249687194824,fusion_pca_svm_20260129_214623.joblib
20260129_214623,Fusion_PCA(FFT+MFCC+STFT),Individual_PCA,RF,0.7,0.6980802739197149,0.9179666666666666,0.8093336496909828,0.61081862449646,fusion_pca_rf_20260129_214623.joblib
20260129_214623,Fusion_PCA(FFT+MFCC+STFT),Individual_PCA,ET,0.725,0.7223837033834037,0.9176500000000001,0.814865589682501,0.3970448970794678,fusion_pca_et_20260129_214623.joblib
